qElement_Type	Complexity	V8	min_distance
caPeak	Singleton	ENSG00000112715.26	52397
caPeak	Complex	ENSG00000112715.26	63179
caPeak	Singleton	ENSG00000112715.26	6109
caPeak	Singleton	ENSG00000289609.2	94768
caPeak	Singleton	ENSG00000289609.2	78795
caPeak	Complex	ENSG00000181577.16	7299
caPeak	Singleton	ENSG00000180992.7	30127
caPeak	Singleton	ENSG00000112759.19	3964
caPeak	Complex	ENSG00000146221.10	13609
caPeak	Complex	ENSG00000042781.14	26063
caPeak	Singleton	ENSG00000069122.19	9873
caPeak	Singleton	ENSG00000146072.6	99921
caPeak	Singleton	ENSG00000146072.6	82693
caPeak	Singleton	ENSG00000198087.7	54042
caPeak	Complex	ENSG00000164393.10	12816
caPeak	Singleton	ENSG00000244694.8	240
caPeak	Singleton	ENSG00000170927.15	23919
caPeak	Singleton	ENSG00000112118.20	18041
caPeak	Singleton	ENSG00000096093.16	9857
caPeak	Singleton	ENSG00000225791.7	30460
caPeak	Singleton	ENSG00000225791.7	13843
caPeak	Singleton	ENSG00000012660.14	88075
caPeak	Complex	ENSG00000124743.6	25066
caPeak	Singleton	ENSG00000146147.15	28484
caPeak	Complex	ENSG00000168143.9	45388
caPeak	Complex	ENSG00000132906.18	21037
caPeak	Singleton	ENSG00000112232.10	15700
caPeak	Singleton	ENSG00000135298.15	89582
caPeak	Complex	ENSG00000135298.15	12164
caPeak	Complex	ENSG00000112280.18	13437
caPeak	Complex	ENSG00000082269.17	42334
caPeak	Singleton	ENSG00000112305.15	4785
caPeak	Singleton	ENSG00000119900.9	54151
caPeak	Complex	ENSG00000116771.6	3223
caPeak	Singleton	ENSG00000156508.19	59908
caPeak	Complex	ENSG00000119899.13	64423
caPeak	Complex	ENSG00000119899.13	49237
caPeak	Singleton	ENSG00000156535.15	11030
caPeak	Singleton	ENSG00000111799.22	67802
caPeak	Complex	ENSG00000112695.13	6334
caPeak	Complex	ENSG00000116771.6	21383
caPeak	Singleton	ENSG00000196586.17	45560
caPeak	Complex	ENSG00000116771.6	9668
caPeak	Singleton	ENSG00000281453.1	54389
caPeak	Complex	ENSG00000146243.14	23438
caPeak	Singleton	ENSG00000146247.15	38327
caPeak	Complex	ENSG00000287811.3	11895
caPeak	Complex	ENSG00000198478.8	15933
caPeak	Singleton	ENSG00000235357.4	37013
caPeak	Singleton	ENSG00000197312.13	18463
caPeak	Singleton	ENSG00000272129.1	51667
caPeak	Singleton	ENSG00000260645.2	41919
caPeak	Singleton	ENSG00000112773.16	45693
caPeak	Singleton	ENSG00000118420.17	63221
caPeak	Complex	ENSG00000013375.17	62384
caPeak	Singleton	ENSG00000188994.14	48182
caPeak	Singleton	ENSG00000164414.19	2702
caPeak	Complex	ENSG00000198833.7	4650
caPeak	Singleton	ENSG00000083099.11	1751
caPeak	Singleton	ENSG00000135341.19	88913
caPeak	Complex	ENSG00000135341.19	23229
caPeak	Complex	ENSG00000172469.17	38746
caPeak	Singleton	ENSG00000232699.3	69608
caPeak	Singleton	ENSG00000164418.22	89926
caPeak	Singleton	ENSG00000067704.10	40665
caPeak	Singleton	ENSG00000057657.17	12941
caPeak	Singleton	ENSG00000057657.17	15773
caPeak	Singleton	ENSG00000130349.10	83997
caPeak	Singleton	ENSG00000164494.12	33609
caPeak	Singleton	ENSG00000118873.17	51615
caPeak	Complex	ENSG00000025796.14	14730
caPeak	Complex	ENSG00000225093.1	69491
caPeak	Complex	ENSG00000225093.1	66187
caPeak	Singleton	ENSG00000135535.17	55317
caPeak	Singleton	ENSG00000116141.17	18547
caPeak	Complex	ENSG00000123505.19	39255
caPeak	Singleton	ENSG00000112394.18	36489
caPeak	Singleton	ENSG00000112394.18	7130
caPeak	Singleton	ENSG00000231889.9	51498
caPeak	Singleton	ENSG00000056972.21	35753
caPeak	Singleton	ENSG00000010810.18	82066
caPeak	Complex	ENSG00000203778.8	22092
caPeak	Complex	ENSG00000203778.8	48590
caPeak	Complex	ENSG00000112769.20	67850
caPeak	Complex	ENSG00000286231.1	13051
caPeak	Complex	ENSG00000286231.1	10716
caPeak	Singleton	ENSG00000228624.8	55396
caPeak	Complex	ENSG00000217241.1	39802
caPeak	Singleton	ENSG00000178033.6	47604
caPeak	Singleton	ENSG00000164465.19	40231
caPeak	Singleton	ENSG00000111860.14	34124
caPeak	Singleton	ENSG00000111879.20	12153
caPeak	Singleton	ENSG00000146350.14	49043
caPeak	Singleton	ENSG00000146350.14	42181
caPeak	Singleton	ENSG00000025156.13	35920
caPeak	Singleton	ENSG00000164434.12	35277
caPeak	Singleton	ENSG00000188580.16	92336
caPeak	Singleton	ENSG00000111907.21	57254
caPeak	Complex	ENSG00000111907.21	24048
caPeak	Complex	ENSG00000111907.21	87112
caPeak	Singleton	ENSG00000111906.18	80779
caPeak	Complex	ENSG00000237742.8	41090
caPeak	Singleton	ENSG00000111911.7	1139
caPeak	Singleton	ENSG00000189367.15	16229
caPeak	Singleton	ENSG00000189367.15	82542
caPeak	Singleton	ENSG00000189367.15	55
caPeak	Singleton	ENSG00000219642.2	51882
caPeak	Singleton	ENSG00000198945.8	82450
caPeak	Singleton	ENSG00000118507.19	68011
caPeak	Singleton	ENSG00000112282.18	78068
caPeak	Singleton	ENSG00000197594.14	62652
caPeak	Singleton	ENSG00000228495.3	5589
caPeak	Singleton	ENSG00000112319.21	33715
caPeak	Singleton	ENSG00000178715.8	7744
caPeak	Complex	ENSG00000146411.6	6104
caPeak	Singleton	ENSG00000146411.6	11327
caPeak	Singleton	ENSG00000146411.6	57029
caPeak	Singleton	ENSG00000146411.6	71511
caPeak	Complex	ENSG00000178821.13	26776
caPeak	Singleton	ENSG00000154305.18	87248
caPeak	Singleton	ENSG00000118514.14	59026
caPeak	Singleton	ENSG00000146410.12	99884
caPeak	Singleton	ENSG00000182747.5	10429
caPeak	Complex	ENSG00000182747.5	38086
caPeak	Singleton	ENSG00000237499.7	10044
caPeak	Singleton	ENSG00000187554.14	97947
caPeak	Complex	ENSG00000051620.11	21199
caPeak	Singleton	ENSG00000024862.18	22266
caPeak	Complex	ENSG00000024862.18	97468
caPeak	Singleton	ENSG00000135597.19	22018
caPeak	Singleton	ENSG00000187554.14	29578
caPeak	Singleton	ENSG00000112414.15	47453
caPeak	Singleton	ENSG00000232618.2	52711
caPeak	Singleton	ENSG00000232618.2	18094
caPeak	Singleton	ENSG00000112419.15	1245
caPeak	Singleton	ENSG00000112419.15	59010
caPeak	Complex	ENSG00000143502.16	29610
caPeak	Complex	ENSG00000143502.16	10052
caPeak	Complex	ENSG00000143502.16	10582
caPeak	Complex	ENSG00000143502.16	29539
caPeak	Complex	ENSG00000116809.12	84438
caPeak	Complex	ENSG00000143502.16	16472
caPeak	Complex	ENSG00000111962.8	34066
caPeak	Singleton	ENSG00000111962.8	73862
caPeak	Singleton	ENSG00000162909.18	34218
caPeak	Complex	ENSG00000162909.18	8721
caPeak	Complex	ENSG00000162909.18	20414
caPeak	Singleton	ENSG00000111981.5	17269
caPeak	Singleton	ENSG00000231120.3	23350
caPeak	Singleton	ENSG00000131019.11	21307
caPeak	Complex	ENSG00000162909.18	41191
caPeak	Singleton	ENSG00000009765.15	26421
caPeak	Complex	ENSG00000162909.18	77942
caPeak	Singleton	ENSG00000120254.16	66716
caPeak	Singleton	ENSG00000219747.1	2941
caPeak	Complex	ENSG00000131016.17	57838
caPeak	Singleton	ENSG00000181472.5	50822
caPeak	Singleton	ENSG00000288999.2	26823
caPeak	Singleton	ENSG00000074706.14	33954
caPeak	Complex	ENSG00000074706.14	14423
caPeak	Singleton	ENSG00000288520.1	47465
caPeak	Complex	ENSG00000288520.1	10062
caPeak	Singleton	ENSG00000287260.2	43883
caPeak	Singleton	ENSG00000146426.19	94328
caPeak	Complex	ENSG00000235381.1	11813
caPeak	Singleton	ENSG00000235381.1	17378
caPeak	Singleton	ENSG00000029639.11	73831
caPeak	Singleton	ENSG00000215712.11	51990
caPeak	Complex	ENSG00000215712.11	49131
caPeak	Singleton	ENSG00000215712.11	2281
caPeak	Singleton	ENSG00000215712.11	76014
caPeak	Singleton	ENSG00000130340.17	97103
caPeak	Complex	ENSG00000130340.17	19080
caPeak	Complex	ENSG00000130340.17	18146
caPeak	Singleton	ENSG00000078269.15	97977
caPeak	Singleton	ENSG00000078269.15	4884
caPeak	Singleton	ENSG00000122335.17	74139
caPeak	Singleton	ENSG00000272047.4	68220
caPeak	Complex	ENSG00000130338.13	31575
caPeak	Singleton	ENSG00000146433.10	708
caPeak	Singleton	ENSG00000146425.11	33541
caPeak	Complex	ENSG00000092820.19	74845
caPeak	Singleton	ENSG00000092820.19	50210
caPeak	Singleton	ENSG00000092820.19	54837
caPeak	Singleton	ENSG00000092820.19	78454
caPeak	Singleton	ENSG00000130363.13	75476
caPeak	Singleton	ENSG00000164694.17	8303
caPeak	Singleton	ENSG00000197081.16	58348
caPeak	Singleton	ENSG00000026652.15	52608
caPeak	Singleton	ENSG00000026652.15	29570
caPeak	Singleton	ENSG00000186510.12	48178
caPeak	Complex	ENSG00000285564.2	87829
caPeak	Singleton	ENSG00000285564.2	589
caPeak	Singleton	ENSG00000143815.15	49919
caPeak	Singleton	ENSG00000186510.12	6054
caPeak	Singleton	ENSG00000173641.18	1405
caPeak	Singleton	ENSG00000216624.3	47149
caPeak	Singleton	ENSG00000176381.6	5806
caPeak	Singleton	ENSG00000235272.3	94710
caPeak	Singleton	ENSG00000173641.18	68442
caPeak	Singleton	ENSG00000235272.3	56421
caPeak	Singleton	ENSG00000235272.3	21414
caPeak	Singleton	ENSG00000235008.1	14013
caPeak	Singleton	ENSG00000154380.19	61735
caPeak	Singleton	ENSG00000235008.1	3965
caPeak	Singleton	ENSG00000154380.19	40566
caPeak	Singleton	ENSG00000235008.1	61067
caPeak	Singleton	ENSG00000071242.12	49708
caPeak	Singleton	ENSG00000026297.17	8888
caPeak	Singleton	ENSG00000232456.1	16740
caPeak	Complex	ENSG00000112494.10	69597
caPeak	Singleton	ENSG00000112494.10	66221
caPeak	Singleton	ENSG00000112494.10	54707
caPeak	Singleton	ENSG00000112494.10	33418
caPeak	Singleton	ENSG00000112494.10	51466
caPeak	Singleton	ENSG00000287594.3	482
caPeak	Singleton	ENSG00000272549.1	47359
caPeak	Singleton	ENSG00000229921.7	71925
caPeak	Singleton	ENSG00000184908.20	43971
caPeak	Singleton	ENSG00000224417.2	57670
caPeak	Singleton	ENSG00000112562.20	38127
caPeak	Singleton	ENSG00000112562.20	73715
caPeak	Singleton	ENSG00000143811.20	95
caPeak	Singleton	ENSG00000226445.2	11352
caPeak	Singleton	ENSG00000184465.16	67389
caPeak	Singleton	ENSG00000071994.11	27976
caPeak	Singleton	ENSG00000177706.9	95295
caPeak	Complex	ENSG00000188191.16	4735
caPeak	Complex	ENSG00000188191.16	61203
caPeak	Singleton	ENSG00000164828.18	2254
caPeak	Complex	ENSG00000185519.9	40319
caPeak	Singleton	ENSG00000273151.1	13451
caPeak	Singleton	ENSG00000105963.15	52194
caPeak	Singleton	ENSG00000105963.15	55588
caPeak	Singleton	ENSG00000105963.15	40041
caPeak	Complex	ENSG00000105963.15	85211
caPeak	Singleton	ENSG00000105963.15	83537
caPeak	Singleton	ENSG00000164849.10	20982
caPeak	Singleton	ENSG00000164849.10	16326
caPeak	Complex	ENSG00000164850.16	85415
caPeak	Complex	ENSG00000146540.15	13790
caPeak	Complex	ENSG00000229043.3	8623
caPeak	Complex	ENSG00000178381.12	9011
caPeak	Complex	ENSG00000178381.12	10357
caPeak	Complex	ENSG00000185519.9	51417
caPeak	Singleton	ENSG00000198517.10	11179
caPeak	Singleton	ENSG00000230487.9	18
caPeak	Complex	ENSG00000185155.12	3991
caPeak	Singleton	ENSG00000002822.16	51295
caPeak	Singleton	ENSG00000002822.16	78271
caPeak	Complex	ENSG00000183814.16	39815
caPeak	Complex	ENSG00000106263.19	45965
caPeak	Singleton	ENSG00000289352.2	12985
caPeak	Singleton	ENSG00000289352.2	10703
caPeak	Singleton	ENSG00000289352.2	11098
caPeak	Singleton	ENSG00000136295.16	17274
caPeak	Singleton	ENSG00000174945.14	8063
caPeak	Complex	ENSG00000174945.14	44974
caPeak	Complex	ENSG00000174945.14	58669
caPeak	Complex	ENSG00000146535.14	68802
caPeak	Singleton	ENSG00000143799.14	16968
caPeak	Complex	ENSG00000146535.14	21051
caPeak	Singleton	ENSG00000146535.14	24263
caPeak	Singleton	ENSG00000198286.11	29764
caPeak	Singleton	ENSG00000198286.11	76646
caPeak	Singleton	ENSG00000146555.20	58538
caPeak	Singleton	ENSG00000203685.11	59668
caPeak	Singleton	ENSG00000164916.11	70739
caPeak	Singleton	ENSG00000242802.9	47431
caPeak	Singleton	ENSG00000242802.9	6565
caPeak	Complex	ENSG00000242802.9	2214
caPeak	Singleton	ENSG00000157927.17	38473
caPeak	Singleton	ENSG00000272968.5	4724
caPeak	Complex	ENSG00000157954.15	54316
caPeak	Complex	ENSG00000164638.11	13814
caPeak	Singleton	ENSG00000182095.15	76288
caPeak	Singleton	ENSG00000155034.21	14056
caPeak	Singleton	ENSG00000155034.21	2343
caPeak	Singleton	ENSG00000203685.11	58060
caPeak	Singleton	ENSG00000075618.18	30244
caPeak	Singleton	ENSG00000075618.18	14480
caPeak	Complex	ENSG00000203685.11	61207
caPeak	Singleton	ENSG00000235944.11	14479
caPeak	Singleton	ENSG00000122674.12	8317
caPeak	Singleton	ENSG00000122512.17	20577
caPeak	Singleton	ENSG00000008256.17	67789
caPeak	Singleton	ENSG00000146576.13	35766
caPeak	Singleton	ENSG00000187953.11	27327
caPeak	Singleton	ENSG00000146574.16	31309
caPeak	Singleton	ENSG00000106392.11	72801
caPeak	Singleton	ENSG00000106392.11	95893
caPeak	Singleton	ENSG00000272732.1	12839
caPeak	Singleton	ENSG00000106399.11	59824
caPeak	Singleton	ENSG00000106399.11	66467
caPeak	Complex	ENSG00000106399.11	86897
caPeak	Singleton	ENSG00000003147.19	23034
caPeak	Singleton	ENSG00000244239.1	22577
caPeak	Singleton	ENSG00000003147.19	51938
caPeak	Complex	ENSG00000185519.9	34070
caPeak	Complex	ENSG00000106460.20	5273
caPeak	Complex	ENSG00000163050.18	53936
caPeak	Complex	ENSG00000163050.18	44303
caPeak	Complex	ENSG00000143776.20	53969
caPeak	Singleton	ENSG00000106524.9	26443
caPeak	Singleton	ENSG00000136261.16	15042
caPeak	Singleton	ENSG00000106546.14	12602
caPeak	Singleton	ENSG00000048052.25	9791
caPeak	Singleton	ENSG00000105849.6	48523
caPeak	Singleton	ENSG00000271133.7	6564
caPeak	Complex	ENSG00000105866.15	54100
caPeak	Singleton	ENSG00000105877.19	26220
caPeak	Complex	ENSG00000105877.19	60314
caPeak	Singleton	ENSG00000233476.3	64427
caPeak	Singleton	ENSG00000143816.8	42938
caPeak	Singleton	ENSG00000232759.1	12902
caPeak	Singleton	ENSG00000232759.1	7757
caPeak	Singleton	ENSG00000196683.12	94249
caPeak	Complex	ENSG00000228649.11	247
caPeak	Singleton	ENSG00000228649.11	25831
caPeak	Singleton	ENSG00000230658.2	27
caPeak	Singleton	ENSG00000230658.2	64432
caPeak	Singleton	ENSG00000122550.18	64380
caPeak	Singleton	ENSG00000136231.14	68142
caPeak	Singleton	ENSG00000136231.14	27987
caPeak	Singleton	ENSG00000164548.12	12833
caPeak	Complex	ENSG00000188732.11	12039
caPeak	Complex	ENSG00000234286.3	11324
caPeak	Singleton	ENSG00000234286.3	3900
caPeak	Singleton	ENSG00000122585.8	40526
caPeak	Singleton	ENSG00000122585.8	81138
caPeak	Singleton	ENSG00000105928.16	5045
caPeak	Singleton	ENSG00000105928.16	51312
caPeak	Singleton	ENSG00000105928.16	4576
caPeak	Complex	ENSG00000162913.10	3300
caPeak	Singleton	ENSG00000106049.9	54261
caPeak	Singleton	ENSG00000153814.13	18394
caPeak	Complex	ENSG00000287315.1	27843
caPeak	Complex	ENSG00000287315.1	530
caPeak	Complex	ENSG00000287315.1	4738
caPeak	Singleton	ENSG00000106069.26	90387
caPeak	Singleton	ENSG00000106066.15	76299
caPeak	Singleton	ENSG00000106066.15	77495
caPeak	Complex	ENSG00000106066.15	59955
caPeak	Complex	ENSG00000106066.15	64206
caPeak	Singleton	ENSG00000106066.15	78830
caPeak	Singleton	ENSG00000223813.5	46300
caPeak	Singleton	ENSG00000291213.1	25756
caPeak	Singleton	ENSG00000181218.6	14902
caPeak	Singleton	ENSG00000196890.5	15043
caPeak	Singleton	ENSG00000234975.6	40640
caPeak	Singleton	ENSG00000106125.14	8109
caPeak	Singleton	ENSG00000106125.14	60351
caPeak	Singleton	ENSG00000240583.14	65196
caPeak	Singleton	ENSG00000078549.16	66359
caPeak	Singleton	ENSG00000105778.20	39909
caPeak	Singleton	ENSG00000170852.12	54204
caPeak	Singleton	ENSG00000122642.11	16930
caPeak	Singleton	ENSG00000164619.10	24486
caPeak	Singleton	ENSG00000164619.10	92104
caPeak	Complex	ENSG00000189212.15	3952
caPeak	Complex	ENSG00000291133.1	3745
caPeak	Complex	ENSG00000164532.11	258
caPeak	Singleton	ENSG00000226063.1	98875
caPeak	Singleton	ENSG00000226063.1	67279
caPeak	Complex	ENSG00000271122.1	95507
caPeak	Complex	ENSG00000227544.10	32834
caPeak	Complex	ENSG00000228878.10	16144
caPeak	Complex	ENSG00000142627.13	23693
caPeak	Complex	ENSG00000122547.12	427
caPeak	Singleton	ENSG00000122547.12	58861
caPeak	Singleton	ENSG00000122547.12	611
caPeak	Singleton	ENSG00000011426.11	84233
caPeak	Singleton	ENSG00000011426.11	89293
caPeak	Complex	ENSG00000155849.16	90310
caPeak	Singleton	ENSG00000086289.13	11950
caPeak	Complex	ENSG00000168118.12	76894
caPeak	Complex	ENSG00000168118.12	77373
caPeak	Singleton	ENSG00000233854.2	94762
caPeak	Singleton	ENSG00000006451.8	18785
caPeak	Singleton	ENSG00000233225.3	92075
caPeak	Singleton	ENSG00000136197.14	51469
caPeak	Complex	ENSG00000135776.5	23678
caPeak	Singleton	ENSG00000002746.15	43747
caPeak	Singleton	ENSG00000002746.15	49054
caPeak	Singleton	ENSG00000002746.15	55634
caPeak	Singleton	ENSG00000164543.7	69163
caPeak	Complex	ENSG00000164543.7	42779
caPeak	Singleton	ENSG00000239556.4	78360
caPeak	Complex	ENSG00000214783.9	44827
caPeak	Singleton	ENSG00000136279.21	19016
caPeak	Singleton	ENSG00000106636.9	8985
caPeak	Singleton	ENSG00000106636.9	22898
caPeak	Singleton	ENSG00000058404.21	42671
caPeak	Singleton	ENSG00000058404.21	43433
caPeak	Singleton	ENSG00000105953.16	16486
caPeak	Singleton	ENSG00000105953.16	47726
caPeak	Singleton	ENSG00000122515.16	25764
caPeak	Singleton	ENSG00000232956.10	49306
caPeak	Complex	ENSG00000291207.1	70840
caPeak	Singleton	ENSG00000291207.1	86860
caPeak	Singleton	ENSG00000146674.16	828
caPeak	Singleton	ENSG00000146674.16	18542
caPeak	Complex	ENSG00000146674.16	71577
caPeak	Singleton	ENSG00000136205.18	92041
caPeak	Complex	ENSG00000136275.10	84835
caPeak	Singleton	ENSG00000136275.10	36290
caPeak	Singleton	ENSG00000143641.10	79188
caPeak	Singleton	ENSG00000158683.10	68363
caPeak	Singleton	ENSG00000136273.13	10194
caPeak	Complex	ENSG00000179869.15	88074
caPeak	Singleton	ENSG00000132436.13	71139
caPeak	Singleton	ENSG00000290114.1	60668
caPeak	Singleton	ENSG00000286658.1	47593
caPeak	Singleton	ENSG00000286658.1	53085
caPeak	Complex	ENSG00000106078.19	46608
caPeak	Singleton	ENSG00000106078.19	33897
caPeak	Singleton	ENSG00000170419.11	4564
caPeak	Complex	ENSG00000170419.11	88634
caPeak	Complex	ENSG00000154978.13	93193
caPeak	Singleton	ENSG00000154978.13	31694
caPeak	Singleton	ENSG00000291029.1	57121
caPeak	Singleton	ENSG00000291029.1	16040
caPeak	Singleton	ENSG00000249773.3	3679
caPeak	Singleton	ENSG00000178665.16	3500
caPeak	Singleton	ENSG00000178665.16	77753
caPeak	Singleton	ENSG00000239789.6	69642
caPeak	Complex	ENSG00000106153.13	17217
caPeak	Singleton	ENSG00000106153.13	65759
caPeak	Singleton	ENSG00000198039.12	19210
caPeak	Complex	ENSG00000152926.16	53932
caPeak	Complex	ENSG00000290860.1	22227
caPeak	Complex	ENSG00000164669.14	51441
caPeak	Singleton	ENSG00000177614.11	33258
caPeak	Singleton	ENSG00000146757.14	38429
caPeak	Complex	ENSG00000290926.1	56205
caPeak	Complex	ENSG00000196715.7	39185
caPeak	Complex	ENSG00000169919.17	99151
caPeak	Singleton	ENSG00000249319.2	38123
caPeak	Complex	ENSG00000241258.7	14560
caPeak	Complex	ENSG00000231234.2	410
caPeak	Singleton	ENSG00000231234.2	63190
caPeak	Singleton	ENSG00000272831.2	2624
caPeak	Complex	ENSG00000272831.2	95479
caPeak	Complex	ENSG00000272831.2	58040
caPeak	Singleton	ENSG00000106609.16	73044
caPeak	Singleton	ENSG00000126524.12	92225
caPeak	Singleton	ENSG00000126524.12	38000
caPeak	Complex	ENSG00000126524.12	52931
caPeak	Complex	ENSG00000126524.12	79159
caPeak	Complex	ENSG00000126524.12	78114
caPeak	Complex	ENSG00000126524.12	55958
caPeak	Complex	ENSG00000126524.12	85363
caPeak	Complex	ENSG00000291154.1	61937
caPeak	Singleton	ENSG00000291154.1	81407
caPeak	Singleton	ENSG00000037637.11	21002
caPeak	Singleton	ENSG00000135775.14	47598
caPeak	Complex	ENSG00000135775.14	40614
caPeak	Singleton	ENSG00000135744.9	27538
caPeak	Complex	ENSG00000135773.13	8118
caPeak	Singleton	ENSG00000223393.2	97428
caPeak	Singleton	ENSG00000119280.17	23565
caPeak	Singleton	ENSG00000130305.17	61469
caPeak	Singleton	ENSG00000188763.5	24363
caPeak	Singleton	ENSG00000119280.17	29058
caPeak	Singleton	ENSG00000009950.16	1938
caPeak	Singleton	ENSG00000106077.19	22167
caPeak	Singleton	ENSG00000182118.8	25208
caPeak	Singleton	ENSG00000049541.11	23991
caPeak	Singleton	ENSG00000006704.11	57454
caPeak	Singleton	ENSG00000263001.8	53941
caPeak	Complex	ENSG00000196275.16	21078
caPeak	Complex	ENSG00000290833.1	8804
caPeak	Complex	ENSG00000289346.1	8779
caPeak	Singleton	ENSG00000290951.1	75513
caPeak	Singleton	ENSG00000278416.1	75154
caPeak	Singleton	ENSG00000119283.16	16417
caPeak	Singleton	ENSG00000291092.1	83856
caPeak	Complex	ENSG00000127946.17	62162
caPeak	Singleton	ENSG00000127946.17	83339
caPeak	Singleton	ENSG00000127948.17	55173
caPeak	Singleton	ENSG00000189077.11	24287
caPeak	Singleton	ENSG00000127952.17	30626
caPeak	Singleton	ENSG00000146701.12	30582
caPeak	Singleton	ENSG00000106211.10	78466
caPeak	Complex	ENSG00000106211.10	1228
caPeak	Complex	ENSG00000091073.20	34428
caPeak	Singleton	ENSG00000091073.20	30780
caPeak	Complex	ENSG00000243566.7	3030
caPeak	Singleton	ENSG00000186088.16	89027
caPeak	Complex	ENSG00000187391.23	2960
caPeak	Singleton	ENSG00000135218.19	55057
caPeak	Singleton	ENSG00000162946.24	56514
caPeak	Singleton	ENSG00000075223.14	38774
caPeak	Singleton	ENSG00000019991.18	30351
caPeak	Singleton	ENSG00000019991.18	1182
caPeak	Complex	ENSG00000019991.18	43262
caPeak	Singleton	ENSG00000153956.17	32519
caPeak	Singleton	ENSG00000153956.17	84219
caPeak	Complex	ENSG00000286071.3	37088
caPeak	Singleton	ENSG00000135164.19	75628
caPeak	Singleton	ENSG00000182165.20	66613
caPeak	Complex	ENSG00000164647.9	57105
caPeak	Singleton	ENSG00000286071.3	95467
caPeak	Singleton	ENSG00000157240.4	76238
caPeak	Singleton	ENSG00000261135.1	10300
caPeak	Singleton	ENSG00000127989.14	66824
caPeak	Complex	ENSG00000127914.19	79081
caPeak	Singleton	ENSG00000001630.18	80971
caPeak	Complex	ENSG00000234545.8	75707
caPeak	Singleton	ENSG00000158528.12	86566
caPeak	Singleton	ENSG00000005981.13	27921
